geonameid,name,population,latitude,longitude,feature_code,feature_class,admin2_code
768201,Kopaliny,357,49.93034,20.44865,PPL,P,1201
768210,Konstantynów,1437,52.20746,23.0853,PPL,P,0601
768216,Konstancin-Jeziorna,16548,52.0938,21.11761,PPLA3,P,1418
768217,Końskowola,2208,51.40922,22.05175,PPLA3,P,0614
768218,Końskie,20756,51.19166,20.40607,PPLA2,P,2605
768219,Końskie,471,49.65007,22.22302,PPL,P,1802
768228,Konopnica,430,51.78664,20.29226,PPL,P,1013
768229,Konopnica,740,51.22817,22.4606,PPL,P,0609
768234,Konopki Pokrzywnica,199,53.15398,22.61724,PPL,P,2002
768253,Koniusza,260,50.18866,20.21579,PPL,P,1214
768254,Koniusza,25,49.6859,22.68977,PPL,P,1813
768267,Konieczkowa,1500,49.84208,21.9282,PPL,P,1819
768283,Kończyce,384,50.42575,22.15376,PPLA3,P,1812
768315,Komorów,5136,52.1456,20.81566,PPL,P,1421
768338,Komarówka Podlaska,1300,51.80315,22.94392,PPL,P,0615
768341,Komarów-Osada,1044,50.62888,23.4774,PPLA3,P,0620
768344,Komańcza,880,49.33922,22.06166,PPLA3,P,1817
768377,Kołoniec,220,51.17937,20.14451,PPL,P,2605
768472,Rzeczyca Ziemiańska-Kolonia,361,50.85066,22.1965,PPL,P,0607
768529,Ostrówek-Kolonia,276,51.59312,22.60918,PPL,P,0608
768536,Kolonia Opacz,1200,52.1792,20.90097,PPL,P,1421
768784,Kolno,590,53.99687,20.9947,PPL,P,2814
768785,Kolno,10659,53.41148,21.92905,PPL,P,2006
768793,Koliszowy,360,51.17827,20.23235,PPL,P,2605
768805,Kolbuszowa,10442,50.2441,21.7761,PPLA2,P,1806
768807,Kołbiel,3000,52.06431,21.48153,PPLA3,P,1417
768827,Kołaczyce,1316,49.80743,21.43407,PPLA3,P,1805
768830,Kołaczków,495,52.89549,20.80278,PPL,P,1402
768836,Kokotów,1367,50.01254,20.07829,PPL,P,1219
768837,Kokot,220,50.61298,20.54684,PPL,P,2608
768846,Kodeń,1900,51.91171,23.60301,PPLA3,P,0601
768858,Kocmyrzów,818,50.12971,20.13176,PPL,P,1206
768861,Kock,3484,51.63997,22.44391,PPLA3,P,0608
768870,Kocierzew Północny,302,52.23237,20.02404,PPL,P,1005
768905,Kobyłka,17659,52.33953,21.19589,PPLA3,P,1434
768912,Kobylin-Borzymy,210,53.09459,22.67072,PPL,P,2013
768938,Kobylanka,144,53.02697,23.63099,PPL,P,2002
768939,Kobylanka,126,52.34769,21.69662,PPL,P,1412
768940,Kobylanka,2443,49.66891,21.22293,PPL,P,1205
768963,Knyszyn,2758,53.31406,22.91963,PPLA3,P,2008
768967,Knurów,460,49.48229,20.18394,PPL,P,1211
768982,Klwów,528,51.53448,20.63644,PPLA3,P,1423
768987,Kluszkowce,1820,49.451,20.30179,PPL,P,1211
768993,Klukowo,610,52.77665,22.50669,PPL,P,2013
768999,Kluki,70,52.25387,21.78134,PPL,P,1412
769041,Kłodawa,353,49.81428,21.41613,PPL,P,1805
769043,Kłoda,150,51.70671,21.43038,PPL,P,1407
769046,Kłoczew,886,51.72134,21.96493,PPLA3,P,0616
769059,Klimontów,2000,50.65588,21.45587,PPLA3,P,2609
769060,Klimontów,374,50.51681,20.0376,PPL,P,2602
769061,Klimontów,1397,50.22843,20.3199,PPL,P,1214
769092,Kleszczele,1410,52.57314,23.32539,PPL,P,2005
769106,Klembów,920,52.4065,21.33176,PPLA3,P,1434
769135,Kłaj,3500,49.99246,20.29904,PPLA3,P,1219
769139,Kiwity,500,54.10063,20.77274,PPL,P,2809
769177,Kije,452,50.60721,20.57121,PPLA3,P,2608
769250,Kielce,192468,50.87033,20.62752,PPLA,P,2661
769256,Kielanówka,1081,50.02616,21.92905,PPL,P,1816
769274,Kętrzyn,27478,54.07676,21.37527,PPL,P,2808
769285,Kępie Żaleszańskie,1334,50.63983,21.88133,PPL,P,1818
769286,Kępie,210,50.45696,21.03367,PPL,P,2612
769297,Kępa Okrzewska,131,52.13633,21.15229,PPL,P,1418
769345,Kazimierz Dolny,3485,51.31911,21.95502,PPLA3,P,0614
769346,Kazimierza Wielka,5696,50.26564,20.49358,PPLA2,P,2603
769357,Nowy Kazanów,460,51.18338,20.34857,PPL,P,2605
769359,Kazanów,460,51.27593,21.46737,PPLA3,P,1436
769364,Kawęczyn Nowy,110,51.88597,20.24703,PPLA3,P,1015
769365,Nowy Kawęczyn,115,51.25042,21.65972,PPL,P,1409
769374,Kawęczyn,515,51.71304,22.00089,PPL,P,0616
769379,Kawęczyn,378,50.72999,22.44756,PPL,P,0605
769380,Kawęczyn,565,50.67476,22.94615,PPL,P,0620
769443,Kasina Wielka,2800,49.72969,20.13554,PPL,P,1207
769453,Karwodrza,937,49.92636,21.07349,PPL,P,1216
769513,Karniewo,177,52.95541,20.57756,PPL,P,1402
769514,Karniewo,968,52.837,20.98886,PPLA3,P,1411
769516,Karnice,139,51.94818,20.43594,PPL,P,1438
769534,Karczmiska,800,51.22952,21.98158,PPLA3,P,0612
769539,Karczew,10319,52.07655,21.24962,PPLA3,P,1417
769581,Kanie,1000,52.13841,20.76901,PPL,P,1421
769591,Kańczuga,3186,49.98346,22.41168,PPLA3,P,1814
769640,Kamionka,1800,51.47165,22.46275,PPLA3,P,0608
769695,Kamienica,392,52.47342,20.47688,PPL,P,1420
769696,Kamienica-Wygoda,130,52.44994,20.48573,PPL,P,1420
769697,Kamienica,3100,49.57533,20.34505,PPL,P,1207
769719,Kamień,2700,50.34064,22.13539,PPLA3,P,1816
769738,Kałuszyn,2955,52.20669,21.80838,PPLA3,P,1412
769764,Kalinowo,750,53.87449,22.67235,PPL,P,2805
769815,Kąkolewnica Wschodnia,680,51.90457,22.70685,PPL,P,0615
769835,Kadzidło,4210,53.23435,21.46454,PPLA3,P,1415
769861,Kaczyce,240,50.7264,21.40308,PPL,P,2606
769961,Juchnowiec Kościelny,160,53.01943,23.14098,PPL,P,2002
769981,Józefów,17910,52.13707,21.23589,PPLA3,P,1417
770001,Józefów nad Wisłą,1029,51.04183,21.83018,PPLA3,P,0612
770005,Józefów,2418,50.48119,23.05404,PPLA3,P,0602
770008,Józefosław,4484,52.1005,21.04629,PPL,P,1418
770025,Jonkowo,1500,53.82817,20.31054,PPL,P,2814
770028,Joniec,270,52.60128,20.58177,PPLA3,P,1420
770029,Jodłownik,971,49.77517,20.23647,PPL,P,1207
770033,Jodłówka,1400,49.99295,20.54821,PPL,P,1201
770034,Jodłówka,1822,49.8943,22.46653,PPL,P,1804
770036,Jodłowa,4100,49.87229,21.27897,PPLA3,P,1803
770045,Jeżowe,5358,50.37486,22.12749,PPLA3,P,1812
770047,Jeżów,210,51.24037,20.34642,PPL,P,2605
770048,Jeżów,240,50.86404,21.21752,PPL,P,2607
770049,Jeżów,208,50.52041,20.01846,PPL,P,2602
770074,Jeziorki,46,54.26828,23.08897,PPL,P,2012
770075,Jeziorki,351,53.8384,22.82015,PPL,P,2001
770078,Jeziorany,3382,53.97578,20.74639,PPLA3,P,2814
770093,Jesionka,680,52.02366,20.35398,PPL,P,1438
770126,Jeleniewo,614,54.20568,22.91242,PPL,P,2012
770127,Jeleniowo,210,53.69173,21.15692,PPL,P,2817
770148,Jedwabno,1125,53.5299,20.72657,PPL,P,2817
770149,Jedwabne,2204,53.28554,22.30353,PPLA3,P,2007
770156,Jędrzejów,310,50.89388,21.39733,PPL,P,2607
770157,Jędrzejów,16792,50.63945,20.30454,PPLA2,P,2602
770160,Jednorożec,1800,53.14116,21.05161,PPLA3,P,1422
770162,Jedlnia-Letnisko,3692,51.43074,21.33536,PPLA3,P,1425
770165,Jedlińsk,1700,51.514,21.11577,PPLA3,P,1425
770169,Jedlicze,5629,49.71749,21.64886,PPLA3,P,1807
770193,Jazgarzew,693,52.0394,20.99625,PPL,P,1418
770214,Jaworsko,683,49.90591,20.75043,PPL,P,1202
770216,Jaworowa,750,52.1445,20.95762,PPL,P,1421
770221,Jawornik Polski,1122,49.89082,22.28868,PPLA3,P,1814
770225,Jawornik,1200,49.8464,21.89404,PPL,P,1819
770246,Jaświły,580,53.47977,22.94941,PPL,P,2008
770250,Jastrzębska Dąbrowa,471,51.50813,21.26808,PPL,P,1425
770266,Jastrzębie,596,49.59269,20.47783,PPL,P,1207
770269,Jastrzębia,1011,51.49742,21.23709,PPLA3,P,1425
770271,Jastrzębia,1557,49.79733,20.88089,PPL,P,1216
770286,Jastrząb,891,51.24725,20.94758,PPLA3,P,1430
770288,Jastków,700,51.30411,22.43546,PPLA3,P,0609
770293,Jasło,37851,49.74506,21.47252,PPLA2,P,1805
770295,Jaśliska,480,49.44229,21.80795,PPLA3,P,1807
770306,Jasiorówka,907,52.54814,21.70483,PPL,P,1433
770313,Jasionówka,860,53.39536,23.03756,PPL,P,2008
770316,Jasionów,1300,49.65841,21.97678,PPL,P,1802
770341,Jasieniec,1109,51.82104,20.94099,PPL,P,1406
770345,Jasienica Sufczyńska,240,49.75255,22.44327,PPL,P,1813
770346,Jasienica Rosielna,2100,49.75144,21.94176,PPLA3,P,1802
770347,Jasienica,456,52.80375,22.04158,PPL,P,1416
770348,Jasienica,2000,52.41415,21.4115,PPL,P,1434
770350,Jasienica,316,50.5478,21.54282,PPL,P,2609
770357,Jasień,2934,49.96988,20.5719,PPL,P,1202
770376,Jarosławiec,520,50.90785,23.69983,PPL,P,0604
770380,Jarosław,35475,50.01623,22.67776,PPL,P,1804
770382,Jarocin,30,54.40464,20.08713,PPL,P,2802
770383,Jarocin,1300,50.56459,22.32121,PPLA3,P,1812
770395,Jarczów,876,50.42438,23.58576,PPLA3,P,0618
770413,Janów Podlaski,2655,52.19398,23.21218,PPLA3,P,0601
770417,Janowo,505,53.35219,21.91755,PPL,P,2006
770418,Janowo,1000,53.31575,20.67146,PPL,P,2811
770419,Janowo,334,53.1956,20.30548,PPL,P,2803
770425,Janów Lubelski,11811,50.70695,22.41039,PPLA2,P,0605
770439,Janowiec Kościelny,360,53.2901,20.52289,PPL,P,2811
770441,Janowiec,1000,51.32359,21.8894,PPLA3,P,0614
770453,Janowice Poduszowskie,239,50.57768,20.82819,PPL,P,2601
770456,Janowice,1279,49.89154,20.86081,PPL,P,1216
770517,Jankowice,809,49.96309,22.64729,PPL,P,1804
770536,Janikowo,540,54.22239,20.46066,PPL,P,2801
770537,Janikowo,216,52.42697,20.29896,PPL,P,1420
770540,Janików,600,51.57099,21.58161,PPL,P,1407
770602,Jakubowice Murowane,259,51.26992,22.63415,PPLA3,P,0609
770609,Jakubów,551,52.21965,21.68032,PPLA3,P,1412
770615,Jaktorów,910,52.07829,20.54546,PPL,P,1405
770647,Jagiełła,1114,50.0946,22.57261,PPL,P,1814
770659,Jadowniki Mokre,1004,50.16546,20.72845,PPL,P,1216
770661,Jadowniki,4975,49.95884,20.64434,PPL,P,1202
770662,Jadów,1200,52.47849,21.63199,PPL,P,1434
770663,Jadamwola,500,49.58646,20.51053,PPL,P,1207
770705,Jabłonna Lacka,1500,52.47664,22.44228,PPL,P,1429
770706,Jabłonna,6552,52.37885,20.91745,PPLA3,P,1408
770707,Jabłonna,134,52.24698,21.94201,PPL,P,1433
770709,Jabłonna,217,51.55418,20.72571,PPL,P,1401
770710,Jabłonna,217,51.4709,20.85274,PPL,P,1425
770711,Jabłonna,2041,51.08875,22.59364,PPLA3,P,0609
770712,Jabłonna,363,50.99004,21.15143,PPL,P,2611
770713,Jabłoń Kościelna,463,52.92074,22.65136,PPL,P,2013
770718,Jabłonka,236,53.65725,21.0226,PPL,P,2817
770719,Jabłonka,780,53.49708,20.5586,PPL,P,2811
770720,Jabłonka Kościelna,160,52.95184,22.36997,PPL,P,2013
770721,Jabłonka,1100,49.69417,22.11565,PPL,P,1802
770723,Jabłonica Ruska,5,49.70511,22.20921,PPL,P,1802
770724,Jabłonica Polska,1076,49.69784,21.89961,PPL,P,1802
770725,Niska Jabłonica,218,51.31087,20.76296,PPL,P,1423
770727,Jabłonica,350,51.35635,20.80167,PPL,P,1423
770728,Jabłonica,178,50.59065,21.07092,PPL,P,2612
770729,Jabłonica,680,49.79379,21.32807,PPL,P,1805
770730,Jabłoń Dąbrowa,4736,52.91037,22.69665,PPL,P,2013
770731,Jabłoń,1251,51.72501,23.08743,PPLA3,P,0613
770733,Jabłeczna,320,51.80258,23.60008,PPL,P,0601
770737,Izdebno Kościelne,428,52.13791,20.52649,PPL,P,1405
770750,Izbica,232,52.49036,20.94878,PPL,P,1408
770751,Izbica,1933,50.88728,23.15248,PPLA3,P,0606
770759,Iwonicz-Zdrój,1860,49.56319,21.78992,PPLA3,P,1807
770762,Iwkowa,2699,49.81716,20.59018,PPLA3,P,1202
770763,Iwierzyce,940,50.02958,21.75396,PPLA3,P,1815
770772,Iwaniska,1300,50.73146,21.2806,PPLA3,P,2606
770784,Inowłódz,795,51.52717,20.223,PPLA3,P,1016
770787,Imielno,300,50.58569,20.44813,PPLA3,P,2602
770792,Iłża,5121,51.16313,21.23979,PPLA3,P,1425
770798,Iłów,690,52.33953,20.0273,PPLA3,P,1428
770829,Idzikowice,434,51.44898,20.33878,PPL,P,1007
770833,Hyżne,3900,49.91769,22.18131,PPLA3,P,1816
770903,Huszlew,530,52.13833,22.83414,PPL,P,
770911,Husów,2000,49.97971,22.28645,PPL,P,1810
770918,Humniska,4300,49.67507,22.05368,PPL,P,1802
770933,Hucisko Nienadowskie,554,49.87716,22.41777,PPL,P,1813
770944,Hucisko,662,50.27738,22.29933,PPL,P,1808
770966,Hrubieszów,18605,50.80502,23.89251,PPLA3,P,0604
770973,Hrebenne,501,50.8732,24.01431,PPL,P,0604
770974,Hrebenne,305,50.28309,23.57889,PPL,P,0618
770986,Horyniec-Zdrój,2700,50.19152,23.36277,PPLA3,P,1809
770996,Horodło,1119,50.89459,24.03723,PPL,P,0604
771134,Harasiuki,862,50.47515,22.47288,PPLA3,P,1812
771139,Hańsk,1017,51.41286,23.39942,PPL,P,0619
771140,Hanna,763,51.71884,23.50422,PPL,P,0619
771141,Handzlówka,1500,49.99527,22.22311,PPL,P,1810
771147,Hałuszowa,264,49.42976,20.36033,PPL,P,1211
771150,Halinów,3551,52.2288,21.3551,PPLA3,P,1412
771158,Hajnówka,22157,52.74328,23.58122,PPLA3,P,2005
771164,Hadle Szklarskie,732,49.91144,22.2995,PPL,P,1814
771165,Haczów,3370,49.66152,21.8979,PPLA3,P,1802
771168,Gzy,233,52.74045,20.94372,PPLA3,P,1424
771173,Gwoźnica Górna,1480,49.82791,21.99772,PPL,P,1819
771174,Gwoźnica Dolna,463,49.84274,21.97626,PPL,P,1819
771175,Gwoździec,618,50.37601,21.99077,PPL,P,1818
771177,Gwoździec,959,49.89217,20.75935,PPL,P,1216
771192,Guzów,1108,52.11626,20.33672,PPL,P,1438
771275,Grzybowa Góra,1052,51.13326,20.96174,PPL,P,2610
771286,Grzęska,1915,50.08303,22.45399,PPL,P,1814
771301,Grzebsk,426,53.22022,20.58821,PPL,P,1413
771317,Gruszów Wielki,1189,50.19163,21.03144,PPL,P,1204
771319,Gruszowiec,377,49.70339,20.19854,PPL,P,1207
771336,Grunwald,800,53.48422,20.09425,PPL,P,2815
771343,Grudusk,1500,53.05845,20.62494,PPLA3,P,1402
771348,Grudki,5822,53.09488,23.66848,PPL,P,2002
771374,Gromnik,3325,49.83843,20.96123,PPLA3,P,1216
771384,Grójec,14880,51.86252,20.86757,PPLA3,P,1406
771385,Grójec,550,50.89805,21.47364,PPL,P,2607
771392,Grodzisko Górne,2221,50.1869,22.43786,PPL,P,1808
771394,Grodzisko Dolne,1700,50.16238,22.46292,PPLA3,P,1808
771401,Grodzisk Mazowiecki,26684,52.10387,20.6337,PPLA2,P,1405
771407,Grodzisk,640,52.58402,22.73784,PPL,P,2010
771463,Grobla,970,50.12575,20.42564,PPL,P,1201
771477,Grębów,3000,50.56536,21.87404,PPLA3,P,1820
771478,Gręboszów,430,50.24501,20.77669,PPLA3,P,1204
771481,Grębków,345,52.26931,21.90974,PPLA3,P,1433
771497,Granica,1110,52.13359,20.80313,PPL,P,1421
771506,Grajewo,22803,53.64728,22.45537,PPLA2,P,2004
771554,Grabowo,645,54.22575,22.24053,PPL,P,2818
771555,Grabowo,76,53.88557,22.80899,PPL,P,2001
771556,Grabowo,308,53.81079,21.24129,PPL,P,2810
771557,Grabowo,197,53.67643,23.35685,PPL,P,2011
771558,Grabowo,800,53.46588,22.15427,PPL,P,2006
771559,Grabowo,60,53.34968,20.58022,PPL,P,2811
771560,Grabowo-Skorupki,117,53.2158,20.75781,PPL,P,1422
771566,Grabownica Starzeńska,3000,49.65896,22.07754,PPL,P,1802
771571,Grabów nad Pilicą,460,51.72495,21.22653,PPL,P,1407
771578,Grabówka,500,50.93993,21.95498,PPL,P,0607
771590,Grabowiec,922,50.8209,23.55057,PPLA3,P,0620
771635,Stare Grabie,513,52.36973,21.3188,PPL,P,1434
771679,Gózd,909,51.37832,21.37914,PPLA3,P,1425
771680,Gózd,560,50.98388,20.76571,PPL,P,2610
771683,Goworowo,820,52.90083,21.55578,PPLA3,P,1415
771684,Goworowo,197,52.43226,20.4265,PPL,P,1420
771687,Gowarczów,1400,51.27845,20.43835,PPLA3,P,2605
771690,Goszczyn,920,51.73187,20.85154,PPLA3,P,1406
771723,Gościeradów,960,50.86859,22.00536,PPLA3,P,0607
771729,Gorzyce,8009,50.6672,21.84013,PPLA3,P,1820
771730,Gorzyce,827,50.18388,20.86072,PPL,P,1216
771731,Gorzyce,1311,50.12841,22.57926,PPL,P,1814
771732,Gorzyce,489,49.63406,21.52702,PPL,P,1805
771735,Gorzków,264,50.94778,23.01267,PPLA3,P,0606
771779,Górowo Iławeckie,4900,54.28559,20.48886,PPLA3,P,2801
771789,Górno,130,50.48356,23.46345,PPL,P,0618
771790,Górno,1898,50.28243,22.145,PPL,P,1816
771803,Gorliczyna,1897,50.09217,22.48764,PPL,P,1814
771804,Gorlice,28609,49.65563,21.16035,PPL,P,1205
771809,Górki Sypniewo,223,53.27291,22.13694,PPL,P,2007
771842,Górki,1800,49.64385,22.04304,PPL,P,1802
771870,Góra Kalwaria,10777,51.97653,21.21537,PPLA3,P,1418
771876,Goraj,1048,50.72184,22.66651,PPLA3,P,0602
771893,Goniądz,1954,53.48953,22.73578,PPL,P,2008
771901,Gołymin-Ośrodek,700,52.808,20.87325,PPLA3,P,1402
771903,Gołuchów,280,50.63008,20.6167,PPL,P,2608
771913,Gołotczyzna,727,52.78901,20.69112,PPL,P,1402
771924,Gołków,959,52.04172,20.97101,PPL,P,1418
771929,Goleszów,438,50.24287,21.45029,PPL,P,1811
771953,Gołdap,13769,54.30631,22.30362,PPL,P,2818
771955,Golcowa,2200,49.77162,22.02501,PPL,P,1802
771985,Godziszów,2242,50.74889,22.49794,PPLA3,P,0605
771993,Godzianów,921,51.89694,20.03589,PPLA3,P,1015
771996,Godów,451,51.09161,22.11076,PPL,P,0612
771997,Godów,510,50.96827,21.18748,PPL,P,2611
772021,Gnojno,721,50.60263,20.84913,PPLA3,P,2601
772023,Gnojnik,2344,49.89397,20.60863,PPLA3,P,1202
772027,Gniewoszów,685,51.47417,21.81267,PPL,P,1407
772039,Gniazdków,101,51.25531,21.79567,PPL,P,1409
772066,Głuchów,1000,51.77947,20.07666,PPLA3,P,1015
772069,Głuchów,1500,50.08171,22.27135,PPL,P,1810
772079,Głowaczów,780,51.62308,21.31785,PPL,P,1407
772086,Głogów Małopolski,5451,50.15122,21.96287,PPLA3,P,1816
772089,Głogów,109,51.41259,20.84999,PPL,P,1423
772107,Glinojeck,3117,52.81983,20.29198,PPLA3,P,1402
772165,Głębokie,720,49.54582,21.91026,PPL,P,1807
772195,Giżycko,29972,54.03811,21.76441,PPLA3,P,2806
772218,Gietrzwałd,1070,53.74617,20.23742,PPL,P,2814
772220,Gierzwałd,638,53.54128,20.08867,PPLA3,P,2815
772227,Gierłoż,28351,54.08134,21.49551,PPL,P,2808
772231,Gierczyce,537,49.94951,20.34385,PPL,P,1201
772236,Gielniów,1100,51.40076,20.48126,PPLA3,P,1423
772248,Giedlarowa,4096,50.22689,22.40593,PPL,P,1808
772251,Giby,632,54.04256,23.35642,PPL,P,2009
772270,Gdów,4500,49.90818,20.19879,PPLA3,P,1219
772287,Gawłuszowice,700,50.41366,21.38283,PPL,P,1811
772313,Gąsocin,1238,52.73754,20.7118,PPL,P,1402
772366,Garbów,2060,51.35517,22.32937,PPLA3,P,0609
772367,Stary Garbów,273,50.76567,21.76211,PPL,P,2609
772372,Garbatka-Letnisko,3295,51.4832,21.61079,PPLA3,P,1407
772451,Gać,986,53.0799,22.24637,PPL,P,2007
772453,Gać,73,52.38985,20.55842,PPL,P,1414
772455,Gać,1550,50.02693,22.35898,PPLA3,P,1814
772465,Frysztak,950,49.84164,21.60942,PPLA3,P,1819
772467,Frydman,1622,49.44927,20.22961,PPL,P,1211
772470,Fredropol,600,49.69578,22.74625,PPLA3,P,1813
772481,Franciszków,605,52.02123,20.33054,PPL,P,1438
772492,Frampol,1411,50.67159,22.67061,PPLA3,P,0602
772518,Firlej,1000,51.55882,22.50841,PPLA3,P,0608
772528,Filipów,2234,54.18037,22.62076,PPL,P,2012
772561,Fałków,1100,51.13606,20.1061,PPLA3,P,2605
772569,Falenty Duże,122,52.13317,20.91462,PPL,P,1421
772584,Fajsławice,1457,51.09592,22.96323,PPLA3,P,0606
772621,Ełk,55769,53.82824,22.36469,PPLA2,P,2805
772622,Elizówka,1204,51.2952,22.57982,PPL,P,0609
772641,Dzwola,936,50.69657,22.56729,PPLA3,P,0605
772644,Dźwierzuty,1380,53.70494,20.96037,PPL,P,2817
772658,Dzików Stary,1320,50.24699,22.92984,PPLA3,P,1809
772662,Dzikowiec,1400,50.27288,21.84365,PPLA3,P,1806
772667,Dziewin,1044,50.07554,20.45491,PPL,P,1201
772687,Dzierzgowo,660,53.15279,20.66322,PPLA3,P,1413
772698,Dzierzążnia,442,52.62811,20.23364,PPLA3,P,1420
772747,Działoszyce,1040,50.36534,20.35226,PPLA3,P,2608
772748,Działdowo,21127,53.23958,20.17004,PPLA3,P,2803
772768,Dywity,2300,53.83759,20.47817,PPL,P,2814
772770,Dys,1200,51.31591,22.58514,PPL,P,0609
772772,Dynów,6065,49.81506,22.23388,PPLA3,P,1816
772793,Dydnia,1600,49.6864,22.17196,PPL,P,1802
772822,Dwikozy,1723,50.73613,21.78864,PPLA3,P,2609
772857,Dukla,2126,49.55554,21.68317,PPLA3,P,1807
772873,Duczki,2500,52.36271,21.29047,PPL,P,1434
772897,Dubiecko,1150,49.82608,22.39117,PPLA3,P,1813
772900,Dubicze Cerkiewne,270,52.64947,23.44259,PPL,P,2005
772905,Dubeninki,962,54.28858,22.55922,PPL,P,2818
772915,Drzewica,3958,51.45085,20.47701,PPLA3,P,1007
772923,Drwinia,600,50.09795,20.44187,PPL,P,1201
772958,Drohobyczka,1000,49.8578,22.3558,PPL,P,1813
772959,Drohiczyn,2075,52.40011,22.65853,PPLA3,P,2010
772982,Drelów,900,51.91219,22.87165,PPLA3,P,0601
773000,Draganowa,560,49.59067,21.62201,PPL,P,1807
773040,Domaradz,3100,49.78675,21.94571,PPLA3,P,1802
773046,Domaniewek,183,52.19072,20.75489,PPL,P,1421
773047,Domaniew,345,52.1874,20.76433,PPL,P,1421
773050,Domanice,304,52.03739,22.17642,PPLA3,P,1426
773078,Dołhobyczów,1491,50.58591,24.03594,PPL,P,0604
773090,Dojazdów,728,50.12201,20.11236,PPL,P,1206
773100,Dobrzyniewo Duże,1200,53.20022,23.01129,PPL,P,2002
773148,Dobre Miasto,10514,53.98668,20.39749,PPL,P,2814
773149,Dobre,1627,52.32097,21.67881,PPLA3,P,1412
773151,Dobra Wola,48,53.99859,22.15719,PPL,P,2805
773152,Dobra Wola,205,53.0883,20.22068,PPL,P,1413
773153,Dobra Wola,166,52.56644,20.63275,PPL,P,1414
773162,Dobra,140,52.52322,20.10447,PPL,P,1419
773163,Dobra,270,50.5967,21.19666,PPL,P,2612
773164,Dobra,490,50.19556,22.68561,PPL,P,1814
773165,Dobra,3100,49.71793,20.25347,PPLA3,P,1207
773166,Dobra,350,49.64618,22.2995,PPL,P,1817
773176,Dobczyce,6171,49.88109,20.08936,PPLA3,P,1209
773197,Dłużew,78,52.0527,21.58977,PPL,P,1412
773217,Długosiodło,2020,52.75998,21.59183,PPL,P,1435
773234,Długobórz Pierwszy,119,52.94476,22.24354,PPL,P,2014
773250,Długie,2600,49.57866,22.04338,PPL,P,1817
773299,Dębsk,418,53.11525,20.49723,PPL,P,1413
773313,Dębowiec,262,54.301,20.2284,PPL,P,2802
773317,Dębowiec,682,50.79845,23.33221,PPL,P,0620
773320,Dębowiec,2000,49.68374,21.46068,PPLA3,P,1805
773326,Dębowa Kłoda,474,51.59446,23.0064,PPLA3,P,0613
773332,Dębów,1244,50.0449,22.43614,PPL,P,1814
773333,Dęborzyn,346,49.91067,21.31794,PPL,P,1803
773340,Dębno,1500,50.19811,22.51837,PPL,P,1808
773341,Dębno,1601,49.96701,20.71979,PPLA3,P,1202
773342,Dębno,822,49.46634,20.20643,PPL,P,1211
773357,Dęblin,17775,51.55912,21.84829,PPLA3,P,0616
773380,Dębica,47366,50.05146,21.41141,PPLA2,P,1803
773386,Dębe Wielkie,2750,52.19961,21.44334,PPLA3,P,1412
773389,Dębe Małe,290,52.01003,21.7592,PPL,P,1412
773391,Dębe,220,52.58428,22.08286,PPL,P,1429
773392,Dębe Wielkie,286,52.50462,21.6035,PPL,P,1434
773393,Dębe,384,52.49428,20.92286,PPL,P,1408
773403,Dawidy,450,52.13517,20.97599,PPL,P,1421
773444,Damienice,760,49.99218,20.39698,PPL,P,1201
773456,Dalekie,319,52.71784,21.53964,PPL,P,1435
773478,Dąbrówno,1400,53.43408,20.03529,PPLA3,P,2815
773525,Dąbrówka,535,52.48388,21.29794,PPLA3,P,1434
773540,Dąbrówka,267,50.81938,22.22809,PPL,P,0605
773569,Dąbrowa Tarnowska,11291,50.17462,20.98633,PPLA2,P,1204
773593,Dąbrowa Białostocka,6044,53.65364,23.34792,PPLA3,P,2011
773596,Dąbrowa,300,54.27397,20.8069,PPL,P,2801
773619,Dąbrowa,68,51.47732,20.15047,PPL,P,1016
773639,Dąbrowa,990,50.00636,20.25441,PPL,P,1219
773676,Czyżew,2670,52.79768,22.31237,PPLA3,P,2013
773677,Czyże,590,52.7713,23.42319,PPL,P,2005
773695,Czudec,2900,49.94487,21.84134,PPLA3,P,1819
773704,Czosnów,420,52.39138,20.72976,PPL,P,1414
773707,Czorsztyn,365,49.43776,20.32692,PPL,P,1211
773734,Czerwonka,310,54.19634,23.0161,PPL,P,2012
773735,Czerwonka,1090,53.91627,20.89685,PPL,P,2814
773736,Czerwonka,78,53.88461,22.23229,PPL,P,2805
773737,Czerwonka,312,53.5763,23.21239,PPL,P,2011
773738,Czerwonka,150,52.89254,21.21494,PPLA3,P,1411
773739,Czerwonka,120,52.38561,22.15462,PPL,P,1429
773740,Czerwonka,134,52.35178,21.87133,PPL,P,1433
773741,Czerwonka,79,51.75095,21.20679,PPL,P,1407
773742,Czerwonka,244,51.70054,20.11185,PPL,P,1016
773751,Czerwińsk Nad Wisłą,1200,52.39828,20.3096,PPLA3,P,1420
773753,Czerwin,700,52.94905,21.75842,PPLA3,P,1415
773759,Czersk,590,51.95876,21.23108,PPL,P,1418
773760,Czermin,197,50.77012,21.79061,PPL,P,2609
773765,Czerniewice,730,51.65419,20.15553,PPLA3,P,1016
773779,Czernichów,285,50.11871,20.22403,PPL,P,1214
773780,Czernice Borowe,480,53.03197,20.71944,PPLA3,P,1422
773794,Czermno,850,51.10988,20.02687,PPL,P,2605
