geonameid,name,population,latitude,longitude,feature_code,feature_class,admin2_code
3095945,Kobylany,780,50.14974,19.7614,PPL,P,1206
3095947,Kobylanka,710,53.34492,14.87143,PPLA3,P,3214
3095951,Kobyla Góra,2000,51.37923,17.83811,PPLA3,P,3018
3095953,Kobyła,993,50.09228,18.30425,PPL,P,2411
3095958,Kobiór,4702,50.06089,18.93468,PPLA3,P,2410
3095961,Kobierzyce,2095,50.97054,16.93508,PPLA3,P,0223
3095964,Kobiernice,3455,49.85497,19.21646,PPL,P,2402
3095967,Kobiele Wielkie,800,51.03821,19.62313,PPL,P,1012
3095971,Knurów,39744,50.21971,18.65067,PPLA3,P,2405
3095978,Kmiecin,970,54.18896,19.1484,PPL,P,2210
3095987,Kluki,90,54.68256,17.33797,PPL,P,2212
3095988,Kluki,100,53.13797,15.06955,PPL,P,3212
3095989,Kluki,800,51.34187,19.23938,PPLA3,P,1001
3095997,Kluczewsko,806,50.92771,19.91881,PPL,P,2613
3096002,Klucze,5926,50.33565,19.56236,PPL,P,1212
3096003,Kluczbork,25978,50.97281,18.21816,PPLA2,P,1604
3096009,Kłótno,441,52.48981,19.27607,PPL,P,0418
3096019,Kłos,220,54.22034,16.28108,PPL,P,3209
3096050,Kłokoczyn,408,49.99571,19.63772,PPL,P,1206
3096053,Kłodzko,25717,50.43488,16.66145,PPL,P,0208
3096076,Kłodawa,426,54.20106,18.58955,PPL,P,2204
3096077,Kłodawa,329,53.74744,17.63718,PPL,P,2202
3096079,Kłodawa,6714,52.25447,18.91352,PPLA3,P,3009
3096089,Kłobuczyn,528,51.61557,15.93138,PPL,P,0216
3096090,Kłobuck,12934,50.90081,18.93674,PPL,P,2406
3096106,Klikuszowa,1470,49.5193,19.9849,PPL,P,1211
3096123,Kleszczów,2000,51.22355,19.30418,PPLA3,P,1001
3096124,Kleszczów,781,50.34787,18.52724,PPL,P,2405
3096125,Kleszczów,307,50.10555,19.75041,PPL,P,1206
3096133,Kleszcze,207,54.2702,16.23906,PPL,P,3209
3096149,Klenica,1400,51.99217,15.78392,PPL,P,0809
3096160,Kleczew,4217,52.37057,18.17714,PPLA3,P,3010
3096161,Klecza Górna,716,49.86444,19.55652,PPL,P,1218
3096162,Klecza Dolna,2188,49.88291,19.53764,PPL,P,1218
3096165,Kłecko,2648,52.63181,17.43075,PPLA3,P,3003
3096200,Kiszkowo,1893,52.58871,17.2663,PPLA3,P,3003
3096208,Kisielice,2234,53.60855,19.2635,PPLA3,P,2807
3096220,Kikół,1500,52.90994,19.12016,PPLA3,P,0408
3096229,Kijewo Królewskie,480,53.27296,18.44407,PPL,P,0404
3096235,Kije,854,52.0986,15.54085,PPL,P,0809
3096240,Kietrz,6306,50.08042,18.00432,PPLA3,P,1602
3096255,Kierpień,363,50.39178,17.85673,PPL,P,1610
3096257,Kiernozia,930,52.26858,19.87092,PPLA3,P,1005
3096290,Kiełczygłów,561,51.23881,18.98283,PPL,P,1009
3096292,Kiełczów,3700,51.13999,17.17798,PPL,P,0223
3096318,Kiczyce,983,49.82486,18.80259,PPL,P,2403
3096328,Kęty,19249,49.88214,19.22333,PPLA3,P,1213
3096334,Kęsowo,790,53.55872,17.7158,PPLA3,P,0416
3096337,Kępno,117,53.37626,15.3697,PPL,P,3214
3096338,Kępno,14813,51.2784,17.98908,PPLA2,P,3008
3096352,Kępie,640,50.45876,19.93684,PPL,P,1208
3096353,Kępice,3756,54.24111,16.88968,PPLA3,P,2212
3096372,Kędzierzyn-Koźle,65636,50.34984,18.22606,PPLA2,P,1603
3096373,Kędzierzyn,80,54.22871,16.22784,PPL,P,3209
3096385,Kcynia,4716,52.99192,17.4883,PPLA3,P,0410
3096392,Kaźmierz,3235,52.51309,16.58403,PPLA3,P,3024
3096400,Kazimierz Biskupi,4280,52.311,18.16581,PPLA3,P,3010
3096402,Kazimierz,350,54.60459,18.41978,PPL,P,2211
3096404,Kazimierz,60,53.86346,16.75372,PPL,P,3215
3096405,Kazimierz,721,51.76811,19.2065,PPL,P,1008
3096407,Kazimierz,380,50.29636,17.8933,PPL,P,1610
3096416,Kazanów,237,50.70592,17.02306,PPL,P,0217
3096437,Kawęczyn,417,51.90923,18.53102,PPLA3,P,3027
3096441,Kawcze,258,54.07384,16.87989,PPL,P,2201
3096444,Kąty Wrocławskie,5418,51.03098,16.76767,PPLA3,P,0223
3096447,Kąty Rybackie,712,54.3399,19.22976,PPL,P,2210
3096448,Kąty Opolskie,962,50.55925,17.97449,PPL,P,1609
3096472,Katowice,286960,50.2597,19.02173,PPLA,P,2469
3096494,Kaszów,1956,50.03884,19.71934,PPL,P,1206
3096523,Karwia,931,54.82888,18.21018,PPL,P,2211
3096525,Kartuzy,15002,54.33424,18.19735,PPL,P,2205
3096558,Karsin,2500,53.90768,17.92093,PPL,P,2206
3096576,Karpacz,4979,50.77669,15.75594,PPLA3,P,0206
3096613,Karnice,771,54.03001,15.05496,PPLA3,P,3205
3096614,Karnice,211,53.69142,15.49029,PPL,P,3218
3096615,Karnice,166,51.9395,18.93279,PPL,P,1011
3096630,Karlino,5832,54.03515,15.87739,PPL,P,3201
3096640,Kargowa,3649,52.0714,15.86138,PPLA3,P,0809
3096649,Karczów,593,50.70331,17.78446,PPL,P,1609
3096687,Kaniów,2978,49.94316,19.05098,PPL,P,2402
3096701,Kamyk,1245,50.90179,19.02875,PPL,P,2406
3096763,Kamieńsk,2850,51.20242,19.49661,PPLA3,P,1012
3096765,Kamień Pomorski,9036,53.96849,14.77262,PPLA2,P,3207
3096770,Kamiennik Wielki,570,54.18499,19.54545,PPL,P,2804
3096772,Kamiennik,258,52.80956,15.97404,PPL,P,3002
3096773,Kamiennik,702,50.57032,17.14979,PPLA3,P,1607
3096779,Kamienna Góra,21743,50.78314,16.03037,PPLA3,P,0207
3096791,Kamień Krajeński,2342,53.53352,17.52019,PPLA3,P,0413
3096796,Kamieniec Wrocławski,1970,51.07182,17.18193,PPL,P,0223
3096797,Kamieniec,1098,52.16614,16.46164,PPL,P,3005
3096822,Kamienica,640,53.4788,17.81055,PPL,P,0416
3096823,Kamienica,150,52.87848,17.11747,PPL,P,3028
3096824,Kamienica,250,52.65233,19.39319,PPL,P,0408
3096825,Kamienica,666,50.63569,18.99304,PPL,P,2407
3096826,Kamienica,1300,50.45007,16.95396,PPL,P,1607
3096827,Kamienica,277,50.35247,19.88646,PPL,P,1208
3096831,Kamień,478,54.47682,18.27061,PPL,P,2215
3096844,Kamień,1470,50.01215,19.58536,PPL,P,1206
3096847,Kamesznica,2806,49.56469,19.0212,PPL,P,2417
3096852,Kalwaria Zebrzydowska,4429,49.86759,19.6772,PPLA3,P,1218
3096866,Kalna,794,49.70855,19.10411,PPL,P,2402
3096872,Kalisz Pomorski,900,54.04382,17.79785,PPL,P,2206
3096873,Kalisz Pomorski,4110,53.29908,15.90631,PPLA3,P,3203
3096880,Kalisz,108759,51.76109,18.09102,PPLA3,P,3061
3096884,Kaliska,200,53.92461,16.84822,PPL,P,3215
3096885,Kaliska,2268,53.90535,18.21885,PPL,P,2213
3096887,Kaliska,255,52.82911,17.24957,PPL,P,3028
3096888,Kaliska,617,52.40813,19.11947,PPL,P,0418
3096889,Kaliska,375,52.42127,18.18203,PPL,P,3010
3096911,Kalety,8670,50.5627,18.8926,PPLA3,P,2413
3096924,Kalej,1668,50.83662,18.98429,PPL,P,2406
3096964,Kaczyce,3056,49.82752,18.59161,PPL,P,2403
3096966,Kaczory,2911,53.10348,16.88169,PPL,P,3019
3096972,Kaczkowo,400,51.74489,16.68446,PPL,P,3013
3096978,Kaczeniec,600,51.82547,15.34085,PPL,P,0809
3096999,Jutrosin,1908,51.65009,17.16957,PPLA3,P,3022
3097002,Juszkowo,950,54.2568,18.60191,PPL,P,2204
3097004,Juszczyna,1693,49.62984,19.22032,PPL,P,2417
3097005,Juszczyn,382,51.15507,16.67879,PPL,P,0218
3097006,Juszczyn,2511,49.6929,19.69128,PPL,P,1215
3097022,Jurczyce,433,49.93852,19.78397,PPL,P,1206
3097023,Jurata,356,54.68333,18.71458,PPL,P,2211
3097025,Junoszyno,310,54.33001,19.08235,PPL,P,2210
3097043,Jugów,3700,50.62758,16.51812,PPL,P,0208
3097104,Jordanów Śląski,1000,50.86421,16.86873,PPLA3,P,0223
3097106,Jordanów,269,51.75844,19.67574,PPL,P,1021
3097107,Jordanów,5194,49.64935,19.82981,PPLA3,P,1215
3097116,Jodłownik,552,50.64549,16.61296,PPL,P,0202
3097125,Jeżyczki,330,54.34136,16.39734,PPL,P,3213
3097126,Jeźyce,272,54.3601,16.39972,PPL,P,3213
3097130,Jeżów Sudecki,1800,50.93507,15.74306,PPLA3,P,0206
3097137,Jeżów,1400,51.81376,19.96877,PPLA3,P,1021
3097139,Jeżów,303,51.31806,19.59506,PPL,P,1010
3097143,Jeziorzany,853,49.99461,19.77608,PPL,P,1206
3097167,Jeziorki,70,53.70463,16.47014,PPL,P,3215
3097168,Jeziorki,239,53.48202,18.18649,PPL,P,0414
3097169,Jeziorki,410,53.23563,16.10982,PPL,P,3217
3097170,Jeziorki,139,53.14301,16.85904,PPL,P,3019
3097177,Jeziora Wielkie,560,52.53043,18.26803,PPLA3,P,0409
3097189,Jezierzany,204,54.53224,16.58747,PPL,P,3213
3097194,Jeżewo,1753,53.51061,18.49437,PPL,P,0414
3097219,Jerzmanowice,2230,50.21267,19.74672,PPLA3,P,1206
3097233,Jemielnica,3500,50.54573,18.37807,PPLA3,P,1611
3097241,Jeleśnia,4098,49.64246,19.32701,PPL,P,2417
3097257,Jelenia Góra,77366,50.89973,15.72899,PPL,P,0261
3097272,Jejkowice,3753,50.10814,18.46767,PPLA3,P,2412
3097277,Jedwabno,380,53.05127,18.76903,PPL,P,0415
3097280,Jędrzychowice,643,51.18472,15.01591,PPL,P,0225
3097301,Jedlina-Zdrój,5062,50.72005,16.34645,PPLA3,P,0221
3097302,Jedlina,463,50.04794,19.14419,PPL,P,2414
3097327,Jaworzynka,3109,49.54019,18.86996,PPL,P,2403
3097328,Jaworzyna Śląska,5242,50.9134,16.43241,PPL,P,0219
3097333,Jaworzno,96541,50.20528,19.27498,PPLA2,P,2468
3097335,Jaworznik,753,50.60857,19.40761,PPL,P,2409
3097339,Jaworze,6723,49.79351,18.9479,PPL,P,2402
3097355,Jawornik,2822,49.8558,19.89315,PPL,P,1209
3097367,Jawor,23865,51.05132,16.19347,PPLA3,P,0205
3097391,Jastrzębie Zdrój,95813,49.95542,18.57479,PPLA2,P,2467
3097409,Jastrzębia Góra,1068,54.83135,18.31301,PPL,P,2211
3097415,Jastrzębia,625,49.84673,19.75702,PPL,P,1218
3097416,Jastrząb,1295,50.67019,19.1817,PPL,P,2409
3097419,Jastrowiec,183,50.96827,16.05515,PPL,P,0205
3097420,Jastrowie,8452,53.42048,16.81756,PPLA3,P,3031
3097421,Jastarnia,3925,54.6983,18.6773,PPLA3,P,2211
3097464,Jasienica Górna,396,50.40288,17.13421,PPL,P,1607
3097465,Jasienica Dolna,917,50.51689,17.49968,PPL,P,1607
3097471,Jasienica,1500,49.82281,19.84191,PPL,P,1209
3097472,Jasienica,4872,49.81312,18.92155,PPL,P,2402
3097502,Jaroszowiec,1700,50.33633,19.60213,PPL,P,1212
3097504,Jaroszowice,1700,49.86267,19.51962,PPL,P,1218
3097518,Jarosławiec,329,54.54051,16.54301,PPL,P,3213
3097520,Jarosław,306,51.06966,16.52824,PPL,P,0218
3097528,Jarocin,25582,51.97266,17.50256,PPL,P,3006
3097553,Jaraczewo,1392,51.96854,17.29707,PPL,P,3006
3097561,Januszkowice,1091,50.39189,18.1368,PPL,P,1605
3097568,Jantar,940,54.33607,19.03326,PPL,P,2210
3097571,Janowo,360,53.81925,18.85614,PPL,P,2207
3097574,Janowo,750,53.14152,19.57867,PPL,P,0402
3097594,Janowiec Wielkopolski,5110,52.75583,17.48981,PPLA3,P,0419
3097599,Janowice Wielkie,2100,50.87569,15.92322,PPL,P,0206
3097604,Janowice,159,52.41724,18.65727,PPL,P,3009
3097610,Janowice,1708,49.88496,19.09376,PPL,P,2402
3097638,Janków Przygodzki,1707,51.59808,17.78824,PPL,P,3017
3097641,Jankowo Gdańskie,320,54.29429,18.56106,PPL,P,2204
3097651,Jankowice Rybnickie,3895,50.04479,18.54707,PPLA3,P,2412
3097659,Jankowice,742,50.04419,19.44202,PPL,P,1203
3097660,Jankowice,2840,50.0009,18.98901,PPL,P,2410
3097662,Jankowa Żagańska,461,51.57899,15.17229,PPL,P,0810
3097688,Janikowo,9169,52.75328,18.11328,PPLA3,P,0407
3097727,Jakuszyce,100,50.81877,15.43533,PPL,P,0206
3097786,Jaczków,501,50.80561,16.09428,PPL,P,0221
3097798,Jachówka,1000,49.75831,19.69471,PPL,P,1215
3097808,Jabłonowo Pomorskie,3658,53.39137,19.15509,PPLA3,P,0402
3097813,Jabłonna,1001,52.20598,16.20741,PPL,P,3005
3097814,Jabłonna,214,52.11678,18.38965,PPL,P,3027
3097815,Jabłonna,356,51.72299,16.66188,PPL,P,3013
3097820,Jabłonka,350,52.35977,18.11654,PPL,P,3010
3097822,Jablonka,50,50.0186,17.88561,PPL,P,1602
3097823,Jabłonka,4767,49.47968,19.6937,PPLA3,P,1211
3097833,Izdebnik,2054,49.87218,19.76801,PPL,P,1218
3097839,Izbicko,1100,50.57163,18.15585,PPLA3,P,1611
3097841,Izbica Kujawska,2771,52.42073,18.7627,PPLA3,P,0418
3097842,Izbica,299,54.67845,17.42475,PPL,P,2212
3097857,Iwięcino,290,54.29664,16.27685,PPL,P,3209
3097863,Iwanowice,540,50.22612,19.96147,PPL,P,1206
3097865,Istebna,4895,49.56319,18.90567,PPL,P,2403
3097866,Iskrzyczyn,646,49.79606,18.74396,PPL,P,2403
3097867,Irządze,567,50.62676,19.68484,PPL,P,2416
3097869,Inwałd,3254,49.86355,19.39276,PPL,P,1218
3097871,Ińsko,2002,53.43613,15.5502,PPLA3,P,3214
3097872,Inowrocław,77597,52.79886,18.26387,PPLA3,P,0407
3097878,Imielno,160,52.48038,17.3711,PPL,P,3003
3097879,Imielno,324,52.32427,19.22333,PPL,P,1002
3097880,Imielno,320,52.14481,17.85974,PPL,P,3023
3097886,Imielin,8057,50.14534,19.18599,PPLA3,P,2414
3097896,Iłowa,3892,51.5006,15.1998,PPL,P,0810
3097902,Iława,32557,53.59601,19.56849,PPL,P,2807
3097923,Idzikowice,821,51.14635,17.69468,PPL,P,1606
3097978,Hucisko,333,49.69184,19.39739,PPL,P,
3098007,Herby,2421,50.75318,18.88756,PPL,P,2407
3098030,Hel,4136,54.60384,18.80351,PPLA3,P,2211
3098033,Hażlach,2175,49.80714,18.65178,PPL,P,2403
3098035,Harmęże,613,50.02114,19.16222,PPL,P,1213
3098037,Harkabuz,537,49.53824,19.83556,PPL,P,1211
3098039,Harbutowice,1519,49.81235,19.78045,PPL,P,1209
3098040,Harbutowice,883,49.77944,18.80808,PPL,P,2403
3098098,Górki Śląskie,921,50.14149,18.38768,PPL,P,2411
3098105,Gumna,431,49.77439,18.69178,PPL,P,2403
3098130,Gubin,16629,51.94956,14.72837,PPLA3,P,0802
3098134,Grzymysław,210,52.06347,17.02915,PPL,P,3026
3098163,Grzmiąca,1348,53.83734,16.43512,PPL,P,3215
3098173,Grzegorzew,1650,52.20177,18.73409,PPLA3,P,3009
3098182,Grzechynia,2503,49.7136,19.64561,PPL,P,1215
3098199,Gryfów Śląski,6890,51.03081,15.42017,PPLA3,P,0212
3098200,Gryfino,21270,53.25243,14.48831,PPLA3,P,3206
3098201,Gryfice,16720,53.9165,15.20027,PPLA2,P,3205
3098204,Gruta,1600,53.45315,18.957,PPLA3,P,0406
3098218,Grudziądz,92552,53.48411,18.75366,PPL,P,0462
3098238,Gronowo,119,54.42692,19.89384,PPL,P,2802
3098239,Gronowo Górne,1270,54.13863,19.45988,PPL,P,2804
3098240,Gronowo Elbląskie,1600,54.08588,19.30598,PPL,P,2804
3098258,Grondy,115,52.93462,19.46795,PPL,P,1427
3098267,Gromadka,2150,51.36063,15.76452,PPLA3,P,0201
3098276,Grojec,1259,50.08975,19.55704,PPL,P,1203
3098277,Grojec,2923,49.98147,19.23792,PPL,P,1213
3098288,Grodzisk Wielkopolski,13826,52.22762,16.36534,PPLA3,P,3005
3098299,Grodzisko,467,49.96563,19.45996,PPL,P,1213
3098309,Grodziec,1400,52.03855,18.05972,PPLA3,P,3010
3098314,Grodziec,1186,49.80307,18.86866,PPL,P,2402
3098318,Grodziczno,890,53.41301,19.7614,PPL,P,2812
3098333,Grodków,8654,50.69836,17.38449,PPLA3,P,1601
3098334,Gródków,901,50.36266,19.10557,PPL,P,2401
3098376,Grębów,474,51.81482,17.51272,PPL,P,3012
3098377,Gręboszów,232,51.46502,19.40924,PPL,P,1001
3098380,Grębocice,1500,51.59909,16.16741,PPL,P,0216
3098394,Granowo,2031,52.22244,16.52859,PPLA3,P,3005
3098449,Grabowo Królewskie,627,52.24141,17.62087,PPL,P,3030
3098451,Grabowo,121,54.29354,16.43443,PPL,P,3213
3098453,Grabowo Kościerskie,1159,54.16816,18.14692,PPL,P,2206
3098454,Grabowo,166,53.97693,14.80425,PPL,P,3207
3098456,Grabowo Bobowskie,482,53.84443,18.58106,PPL,P,2213
3098458,Grabowo,615,53.56203,19.81934,PPL,P,2807
3098459,Grabowo,293,53.3841,15.08208,PPL,P,3214
3098463,Grabowo,81,52.6203,17.78189,PPL,P,3003
3098470,Grabów nad Prosną,1967,51.50596,18.11929,PPLA3,P,3018
3098502,Grabów,1300,52.12717,19.00257,PPLA3,P,1004
3098504,Graboszyce,742,49.94548,19.44923,PPL,P,1213
3098556,Grabica,390,51.47989,19.53137,PPLA3,P,1010
3098575,Gozdowo,1403,52.72455,19.68501,PPLA3,P,1427
3098578,Gozdowice,123,52.76445,14.32446,PPL,P,3206
3098583,Gozdnica,3398,51.4363,15.09856,PPLA3,P,0810
3098617,Gostyń Łobeski,93,53.82959,15.33666,PPL,P,3205
3098619,Gostynin,18976,52.42938,19.46194,PPLA2,P,1404
3098624,Gostyń,660,54.02834,14.94724,PPL,P,3207
3098625,Gostyń,20771,51.88247,17.01225,PPLA3,P,3004
3098626,Gostyń,3276,50.10528,18.88241,PPL,P,2408
3098629,Gostycyn,1800,53.49014,17.80978,PPLA3,P,0416
3098665,Gościno,2636,54.05123,15.65256,PPLA3,P,3208
3098686,Gościcino,5278,54.60459,18.15491,PPL,P,2215
3098698,Gorzyczki,276,52.10434,16.81895,PPL,P,3011
3098699,Gorzyczki,2088,49.94912,18.4033,PPL,P,2415
3098702,Gorzyce Wielkie,2076,51.63725,17.72953,PPL,P,3017
3098705,Gorzyce,363,52.88229,17.58611,PPL,P,0419
3098706,Gorzyce,297,52.21287,17.57014,PPL,P,3030
3098707,Gorzyce,325,52.09902,16.76874,PPL,P,3011
3098708,Górzyce,149,50.9636,16.83258,PPL,P,0223
3098709,Gorzyce,2435,49.95945,18.39884,PPLA3,P,2415
3098711,Górzyca,234,53.9779,15.23718,PPL,P,3205
3098712,Górzyca,1539,52.49447,14.65503,PPLA3,P,0805
3098722,Gorzów Wielkopolski,114567,52.73371,15.22505,PPLA,P,0861
3098723,Gorzów Śląski,2300,51.02871,18.42304,PPLA3,P,1608
3098727,Górzno,1352,53.19779,19.64317,PPL,P,0402
3098735,Gorzkowice,3310,51.21533,19.59626,PPLA3,P,1010
3098752,Gorzebądz,121,54.22977,16.25741,PPL,P,3209
3098784,Górsko,95,54.53391,16.67984,PPL,P,3213
3098815,Górki Wielkie,3554,49.77971,18.83117,PPL,P,2403
3098818,Górki Małe,285,51.58022,19.507,PPL,P,1006
3098819,Górki Małe,768,49.76536,18.85717,PPL,P,2403
3098841,Górka Duchowna,500,51.95299,16.59253,PPL,P,3013
3098854,Gorenice,1350,50.208,19.62038,PPL,P,1212
3098865,Górażdże,1073,50.52903,18.01003,PPL,P,1605
3098867,Góra Włodowska,557,50.57675,19.44803,PPL,P,2416
3098871,Góra Świętej Małgorzaty,357,52.05713,19.31997,PPLA3,P,1004
3098887,Góra,628,54.63247,18.11611,PPL,P,2215
3098898,Góra,12668,51.66638,16.53494,PPL,P,0204
3098901,Góra,2554,49.97971,19.10471,PPL,P,2410
3098909,Gomunice,1900,51.1689,19.49335,PPL,P,1012
3098923,Gołuchów,2000,51.85036,17.9314,PPLA3,P,3020
3098925,Golub-Dobrzyń,12937,53.11087,19.05381,PPLA3,P,0405
3098938,Gołkowice,3582,49.91418,18.51419,PPL,P,2415
3098946,Golińsk,366,50.64756,16.19973,PPL,P,0221
3098948,Golina Wielka,797,51.70015,16.78402,PPL,P,3022
3098949,Golina,4387,52.24315,18.09268,PPLA3,P,3010
3098950,Golina,1909,51.91489,17.48268,PPL,P,3006
3098951,Golina,74,51.3811,16.64085,PPL,P,0222
3098955,Golice,376,52.43417,14.66018,PPL,P,0805
3098959,Goleszów,4045,49.7358,18.73675,PPL,P,2403
3098963,Goleniowy,789,50.63368,19.87659,PPL,P,2416
3098966,Goleniów,22505,53.56392,14.82854,PPLA2,P,3204
3098990,Golczowice,279,50.36091,19.60012,PPL,P,1212
3098991,Golczewo,2714,53.82426,14.97847,PPLA3,P,3207
3098992,Gołcza,484,50.33286,19.92645,PPL,P,1208
3099016,Gołańcz,3375,52.94326,17.29995,PPLA3,P,3028
3099039,Gogołowa,989,49.98666,18.59041,PPL,P,2415
3099048,Gogolin,6077,50.49222,18.01994,PPLA3,P,1605
3099062,Godziszka,2222,49.71288,19.07587,PPL,P,2402
3099074,Godziesze Wielkie,720,51.6446,18.17259,PPL,P,3007
3099084,Godów,1922,49.92481,18.4783,PPLA3,P,2415
3099086,Godkowo,260,54.07958,19.90542,PPL,P,2804
3099095,Goczałkowice Zdrój,6321,49.94454,18.96927,PPLA3,P,2410
3099112,Gniezno,70269,52.53481,17.58259,PPLA2,P,3003
3099113,Gnieżdżewo,1113,54.74741,18.37944,PPL,P,2211
3099118,Gniewoszów,78,50.20237,16.60099,PPL,P,0208
3099120,Gniewkowo,7224,52.89461,18.40785,PPLA3,P,0407
3099121,Gniewkowo,62,52.55517,17.2524,PPL,P,3003
3099125,Gniewino,1940,54.71709,18.01663,PPL,P,2215
3099127,Gniew,6759,53.83602,18.8231,PPL,P,2214
3099129,Gniechowice,2000,50.98804,16.83363,PPL,P,0223
3099133,Gniazdów,107,51.72044,17.98728,PPL,P,3017
3099134,Gniazdów,1137,50.59621,19.11132,PPL,P,2409
3099144,Głuszyca Górna,1278,50.66606,16.37585,PPL,P,0221
3099146,Głuszyca,6897,50.68743,16.37173,PPL,P,0221
3099169,Głuchołazy,15120,50.31505,17.38355,PPLA3,P,1607
3099174,Głubczyce,13697,50.20086,17.82858,PPLA2,P,1602
3099180,Głowno,15103,51.96463,19.71565,PPLA3,P,1020
3099191,Gwoździany,725,50.72217,18.52964,PPL,P,2407
3099192,Główczyce,1950,54.61935,17.3723,PPLA3,P,2212
3099209,Głogówek,5755,50.35355,17.86405,PPLA3,P,1610
3099213,Głogów,65400,51.66361,16.0845,PPL,P,0203
3099214,Głogoczów,2800,49.89452,19.8741,PPL,P,1209
3099230,Gliwice,198835,50.29761,18.67658,PPLA3,P,2466
3099234,Glisno,859,52.47588,15.24181,PPL,P,0807
3099261,Glinka,915,49.46255,19.16239,PPL,P,2417
3099280,Gleźnowo,198,54.33234,16.31367,PPL,P,3213
3099343,Gizałki,583,52.04267,17.76936,PPLA3,P,3020
3099351,Gilowice,1214,49.99505,19.09613,PPL,P,2410
3099352,Gilowice,4259,49.71277,19.31045,PPL,P,2417
3099370,Gierałtowice,337,50.2731,18.09277,PPL,P,1603
3099371,Gierałtowice,3752,50.22486,18.73384,PPL,P,2405
3099372,Gierałtowice,1252,49.94426,19.3907,PPL,P,1218
3099388,Giebułtów,1032,50.14556,19.87856,PPL,P,1206
3099391,Gidle,1540,50.96199,19.47181,PPL,P,1012
3099424,Gdynia,257000,54.51889,18.53188,PPL,P,2262
3099434,Gdańsk,487371,54.35227,18.64912,PPLA,P,2261
3099445,Gaworzyce,1500,51.62773,15.88198,PPL,P,0216
3099452,Gaszowice,2861,50.10858,18.43042,PPLA3,P,2412
3099459,Gąski,400,54.23795,15.92039,PPL,P,3209
3099473,Gąsawa,1400,52.76757,17.75579,PPLA3,P,0419
3099481,Garki,700,51.53763,17.64293,PPL,P,3017
3099492,Gardeja,2500,53.61125,18.94687,PPL,P,2207
3099498,Garcz,1908,54.3476,18.10169,PPL,P,2205
3099505,Garbów,134,52.15735,19.59034,PPL,P,1002
3099506,Garbów,207,51.57093,19.54837,PPL,P,1006
3099507,Garbów,200,50.88463,17.46346,PPL,P,1601
3099527,Gałów,421,51.11161,16.81578,PPL,P,0218
3099529,Gałków Mały,1455,51.72554,19.71359,PPL,P,1006
3099534,Gałków Duży,914,51.73607,19.72475,PPL,P,1006
3099544,Galewice,1200,51.34471,18.25756,PPLA3,P,1018
3099566,Gajków,538,51.05952,17.18691,PPL,P,0223
3099578,Gaj,361,52.52085,18.15371,PPL,P,0409
3099609,Gać,50,54.69442,17.45702,PPL,P,2212
3099619,Gąbin,4056,52.39849,19.73509,PPLA3,P,1419
3099625,Frywałd,267,50.09118,19.66038,PPL,P,1206
3099629,Frydrychowice,2799,49.90481,19.41936,PPL,P,1218
3099630,Frydek,1019,49.99626,19.07278,PPL,P,2410
3099634,Frombork,2529,54.35766,19.68029,PPLA3,P,2802
3099635,Frelichów,600,49.90923,18.81186,PPL,P,2403
3099679,Filipowice,2090,50.15573,19.56579,PPL,P,1206
3099715,Facimiech,602,49.96679,19.71977,PPL,P,1206
3099720,Fabianki,660,52.71929,19.10943,PPLA3,P,0418
3099754,Elgiszewo,1000,53.06402,18.92447,PPL,P,0405
3099759,Elbląg,127558,54.1522,19.40884,PPLA2,P,2861
3099769,Dźwirzyno,699,54.15927,15.41116,PPL,P,3208
3099777,Drożów,70,51.6085,15.97116,PPL,P,0216
3099778,Dziećmorowice,1162,50.76947,16.35212,PPL,P,0221
3099781,Dziwnówek,400,54.0348,14.80545,PPL,P,3207
3099783,Dziwnów,2904,54.02819,14.76691,PPLA3,P,3207
3099824,Dzietrzkowice,1000,51.15803,18.32537,PPL,P,1018
3099828,Dzierżoniów,34168,50.7282,16.65141,PPLA3,P,0202
3099842,Dzierzgoń,5518,53.92196,19.34705,PPL,P,2216
3099873,Dziergowice,2556,50.24248,18.28606,PPL,P,1603
3099878,Dziemiany,1762,54.00636,17.76755,PPL,P,2206
3099887,Dzięgielów,1332,49.72259,18.70491,PPL,P,2403
3099923,Działoszyn,6222,51.11699,18.86524,PPL,P,1009
3099928,Dział,495,49.48874,19.90721,PPL,P,1211
3099934,Dziadowa Kłoda,1174,51.23543,17.70919,PPL,P,0214
3099966,Dygowo,1549,54.13031,15.71993,PPL,P,3208
3099968,Dychów,653,51.98647,15.06088,PPL,P,0802
3099992,Duszniki-Zdrój,4888,50.40327,16.39091,PPLA3,P,0208
3099993,Duszniki,2100,52.44691,16.40602,PPLA3,P,3024
3100027,Drzycim,1200,53.5052,18.3094,PPL,P,0414
3100038,Dreżewo,139,54.04699,14.98917,PPL,P,3205
3100042,Drzewice,70,53.63059,16.82573,PPL,P,3031
3100044,Drzewica,79,53.79518,14.96647,PPL,P,3207
3100086,Drużbice,530,51.46369,19.39404,PPLA3,P,1001
3100114,Drogoradz,250,53.62767,14.47278,PPL,P,3211
3100116,Drogomyśl,2091,49.86964,18.75727,PPL,P,2403
3100124,Drobin,2938,52.73775,19.98928,PPLA3,P,1419
3100127,Drezdenko,10541,52.83831,15.83079,PPLA3,P,0806
3100131,Drewnica,840,54.28758,18.95665,PPL,P,2210
3100139,Drawsko Pomorskie,11275,53.53056,15.80967,PPL,P,3203
