geonameid,name,population,latitude,longitude,metro_id,metro_name,distance_km,impact,feature_code,admin2_code,feature_class
758419,Stanisławów,121,51.70932,20.94149,756135.0,Warsaw,58.071435461421515,0.3249895209535908,,,
758426,Stanisławów,117,51.28415,21.06989,760778.0,Radom,14.215020482976517,0.4223567659911912,,,
758435,Stanisławice,1300,49.9855,20.35123,3094802.0,Kraków,30.80224959848068,0.41066414685742936,,,
758517,Spiczyn,697,51.34128,22.75354,765876.0,Lublin,16.260918524379846,0.4525391205713062,,,
758574,Sońsk,881,52.78164,20.69901,756135.0,Warsaw,64.91349864002532,0.28468007859150674,,,
758577,Somianka,510,52.56091,21.29339,756135.0,Warsaw,41.48356498744762,0.44802464025445665,,,
758640,Sokołów,268,52.14392,20.86784,756135.0,Warsaw,13.690018497077252,0.7672305918744731,,,
758644,Sokolniki Nowe,134,52.67128,20.28153,756135.0,Warsaw,69.70691820668684,0.25945680457838566,,,
758647,Sokolnik,434,52.13433,21.79233,756135.0,Warsaw,54.26518587516633,0.3498352133758921,,,
758681,Sochocin,1945,52.68715,20.47259,756135.0,Warsaw,62.61913355807039,0.2976067689992754,,,
758682,Sochaczew,38267,52.22944,20.23838,756135.0,Warsaw,52.67347780921041,0.3607803961004437,,,
758715,Sobienie Jeziory,700,51.93273,21.30335,756135.0,Warsaw,38.573293944143465,0.47398515928425206,,,
758850,Słupno,1500,52.38409,21.15572,756135.0,Warsaw,19.75399528441987,0.682266402846241,,,
758859,Słupia,294,49.81722,20.25664,3094802.0,Kraków,35.52521442336321,0.3582795468061447,,,
758905,Słomniki,4340,50.24012,20.08224,3094802.0,Kraków,22.41633598826983,0.5232569732310363,,,
758942,Śledziejowice,901,50.0041,20.08249,3094802.0,Kraków,12.216923467507911,0.7025859052657283,,,
758951,Sławno,569,51.38748,21.01187,760778.0,Radom,9.533095849988463,0.5610058560882754,,,
758983,Słaboszów,340,50.38707,20.27424,3094802.0,Kraków,43.45260864666359,0.2849360366029204,,,
759022,Skrzydlna,1100,49.75343,20.18618,3094802.0,Kraków,38.63205885140064,0.32751912740735806,,,
759034,Skruda,103,52.17014,21.88494,756135.0,Warsaw,59.87565857720208,0.3138366162190117,,,
759123,Skierniewice,49042,51.95485,20.15837,756135.0,Warsaw,65.83033487761881,0.27967293066300897,,,
759151,Skaryszew,4135,51.31075,21.25233,760778.0,Radom,12.550162513292827,0.46721818742757043,,,
759172,Skalbmierz,1291,50.31993,20.39929,3094802.0,Kraków,43.71819357764079,0.2827579097825341,,,
759282,Siennica,2600,52.09164,21.61921,756135.0,Warsaw,44.18925393711155,0.4251661787925031,,,
759390,Siedliska,328,52.06526,21.05195,756135.0,Warsaw,18.496756939660457,0.6990720598971983,,,
759411,Siedlec,779,49.95415,20.31947,3094802.0,Kraków,29.849670170723694,0.42212391618231726,,,
759470,Serock,4023,52.51036,21.0691,756135.0,Warsaw,31.441937454600833,0.5441375980826357,,,
759472,Serniki,382,51.43716,22.65853,765876.0,Lublin,21.637109054695504,0.34818418274139307,,,
759682,Sadowie,217,50.18097,20.06498,3094802.0,Kraków,16.13919376836488,0.6273096190444544,,,
759689,Sadkowice,570,51.72517,20.51465,756135.0,Warsaw,65.63203451181143,0.28074839704609406,,,
759722,Rzezawa,2500,49.98997,20.51508,3094802.0,Kraków,42.08281389566176,0.29643935277367894,,,
759726,Rzewnie,293,52.83508,21.33682,756135.0,Warsaw,70.80697362158355,0.2539910054636141,,,
759787,Rzeczków,562,51.26691,21.06002,760778.0,Radom,16.24946705525383,0.3733420329853829,,,
759802,Rząśnik,1600,52.71332,21.36772,756135.0,Warsaw,58.92616397440943,0.31965740717745655,,,
759853,Ryki,136,51.56064,20.94286,760778.0,Radom,22.565370926467445,0.2545609520540529,,,
759875,Ryczywół,1300,51.69118,21.42197,756135.0,Warsaw,66.15528426751146,0.2779194928771028,,,
759894,Rybno,526,52.56884,21.4078,756135.0,Warsaw,46.29688117466387,0.4081714675866171,,,
759895,Rybno,607,52.24278,20.10301,756135.0,Warsaw,61.90053893927908,0.30177488317827295,,,
759915,Rybie,4100,52.15229,20.93655,756135.0,Warsaw,10.02610502061778,0.8236138516250088,,,
760048,Rudnik Duży,132,51.98699,21.91618,756135.0,Warsaw,67.405142694861,0.27127706792322875,,,
760049,Rudnik,175,51.9622,21.45347,756135.0,Warsaw,42.374292974321236,0.4403669467165516,,,
760056,Rudnik,262,49.91807,20.08704,3094802.0,Kraków,19.230474918866687,0.5737093005025755,,,
760396,Rokitno,400,51.39637,22.68866,765876.0,Lublin,18.184755273470163,0.41201843365165625,,,
760421,Rogóźno,118,52.78257,21.35837,756135.0,Warsaw,65.792202174623,0.2798794199375597,,,
760432,Rogowo,363,53.13544,22.89946,776069.0,Białystok,17.671084650934283,0.39556469623576923,,,
760524,Reguły,1000,52.17556,20.86398,756135.0,Warsaw,11.73829772444287,0.7967672528530079,,,
760527,Regnów,340,51.7485,20.38711,756135.0,Warsaw,68.50836925426312,0.2655459605033111,,,
760607,Raszyn,7109,52.15603,20.9226,756135.0,Warsaw,10.207205429270402,0.8207320017319661,,,
760684,Radzymin,8818,52.41592,21.18415,756135.0,Warsaw,23.78409891958969,0.6310709268101131,,,
760708,Radziemice,403,50.25434,20.23647,3094802.0,Kraków,30.27444477393642,0.4169747875368437,,,
760711,Radziejowice,546,52.00834,20.5477,756135.0,Warsaw,40.127426013523625,0.459940006782555,,,
760765,Radonie,217,52.07244,20.66279,756135.0,Warsaw,29.54636174928473,0.5644719454574633,,,
760831,Racławice,510,50.32563,20.23673,3094802.0,Kraków,36.32584481552427,0.35008663787533656,,,
760834,Raciechowice,870,49.84446,20.14292,3094802.0,Kraków,28.284323361779677,0.4416540984208333,,,
760892,Puszcza Mariańska,500,51.97901,20.35037,756135.0,Warsaw,53.08550327290588,0.35791472952994297,,,
760917,Pułtusk,19039,52.7025,21.08276,756135.0,Warsaw,52.78449773745466,0.36000599394036364,,,
760949,Puchały,263,52.15008,20.90149,756135.0,Warsaw,11.620734579702184,0.7985822922782653,,,
760976,Psary,530,52.71436,21.19117,756135.0,Warsaw,55.23677044565958,0.34331808451510315,,,
760977,Psary,60,51.87713,20.31115,756135.0,Warsaw,61.90781714630106,0.30173237562530114,,,
760987,Przytyk,990,51.46567,20.90587,760778.0,Radom,18.138844565555356,0.33293111653297813,,,
761075,Przydworzyce,260,51.71342,21.40652,756135.0,Warsaw,63.46412012760207,0.29277912428695085,,,
761087,Przybyszew,780,51.66329,20.85179,756135.0,Warsaw,63.93731583815581,0.2901099136053784,,,
761088,Przybysławice,904,51.36926,22.28113,765876.0,Lublin,24.032534608959295,0.309801213566365,,,
761091,Przybysławice,490,50.44641,20.05829,3094802.0,Kraków,43.67353819829298,0.2831229715438307,,,
761093,Przybysławice,166,50.15166,20.34084,3094802.0,Kraków,30.526030397163584,0.41395472668709254,,,
761149,Przesławice,340,50.31313,20.01044,3094802.0,Kraków,28.477211899271648,0.43919952153474034,,,
761228,Pruszków,55371,52.17072,20.81214,756135.0,Warsaw,15.107416195512295,0.7464688710591442,,,
761258,Proszowice,6146,50.19275,20.28909,3094802.0,Kraków,29.063133180437145,0.4318268008601111,,,
761273,Promna,333,51.68006,20.95917,756135.0,Warsaw,61.23111239055129,0.3057103092252444,,,
761300,Prażmów,403,51.9404,20.95479,756135.0,Warsaw,32.411407561619924,0.5340226375291918,,,
761328,Poznachowice Górne,400,49.82625,20.12953,3094802.0,Kraków,29.572312209253088,0.4255203216180032,,,
761329,Poznachowice Dolne,430,49.81417,20.11751,3094802.0,Kraków,30.39068988581123,0.41557664012806533,,,
761388,Poświętne,290,52.32967,21.42137,756135.0,Warsaw,29.996860601000698,0.5595715260938147,,,
761461,Poręba Spytkowska,2500,49.93995,20.55405,3094802.0,Kraków,46.15373029100241,0.2635439964052087,,,
761472,Poręba,1178,49.79645,20.01718,3094802.0,Kraków,30.023976869349553,0.4200033175717223,,,
761561,Pomiechówek,936,52.47138,20.72923,756135.0,Warsaw,33.015885224968756,0.5278112149912549,,,
761663,Pokrzywnica,510,52.62072,21.01925,756135.0,Warsaw,43.47452461651329,0.4310885669431811,,,
761706,Pogorzel,578,52.11415,21.58693,756135.0,Warsaw,41.27554791585642,0.4498320833520917,,,
761812,Podłęże,1978,50.01458,20.16781,3094802.0,Kraków,17.316280313015373,0.6063335693882108,,,
761825,Podlesie Duże,711,51.62889,21.15435,756135.0,Warsaw,67.52606789986902,0.27064289019973303,,,
761878,Podkowa Leśna,3844,52.12237,20.72665,756135.0,Warsaw,22.817368838815376,0.6429899854623289,,,
761915,Podgajek,422,51.46887,20.90389,760778.0,Radom,18.4044834879114,0.32761168586861555,,,
762021,Płońsk,22217,52.62348,20.37552,756135.0,Warsaw,61.46266820839763,0.30434326630547326,,,
762178,Piotrkowice Wielkie,347,50.22942,20.17914,3094802.0,Kraków,25.449318507589297,0.47935417225848087,,,
762199,Pionki,19966,51.47604,21.44995,760778.0,Radom,22.52392104509587,0.2552015312055891,,,
762222,Pilawa,324,52.03972,21.08508,756135.0,Warsaw,21.716916652020647,0.6568319529763703,,,
762274,Pierzchów,560,49.93487,20.28059,3094802.0,Kraków,28.331217497870792,0.4410560942470295,,,
762321,Pielgrzymowice,351,50.15,20.05,3094802.0,Kraków,12.744417976741204,0.6919589312341212,,,
762381,Piastów,23290,52.18435,20.83952,756135.0,Warsaw,12.778523528423833,0.7808860379222013,,,
762390,Piaski,2634,51.13892,22.84856,765876.0,Lublin,23.036924114595113,0.32521182264091486,,,
762423,Piaseczno,36278,52.0814,21.02397,756135.0,Warsaw,16.518807219446753,0.726353414458141,,,
762505,Pęcław,344,51.93008,21.19349,756135.0,Warsaw,35.562321927073995,0.502428248852057,,,
762506,Pęcice,120,52.15756,20.84862,756135.0,Warsaw,13.717085836469035,0.766828757649835,,,
762547,Pawłów,235,51.0565,22.48404,765876.0,Lublin,22.399726367013066,0.33547466599445697,,,
762556,Pawlikowice,1200,49.9531,20.05486,3094802.0,Kraków,14.715865787371632,0.65364534206579,,,
762617,Parzniew,497,52.15298,20.75626,756135.0,Warsaw,19.39796169890483,0.6869841142017936,,,
762664,Paprotnia,1539,52.20513,20.4232,756135.0,Warsaw,40.190566124030404,0.45937827320792207,,,
762665,Paprotnia,332,51.71288,20.56005,756135.0,Warsaw,65.27620605911184,0.2826885836718449,,,
762666,Paprotnia,85,51.6964,21.28404,756135.0,Warsaw,62.17241444482151,0.3001910836075266,,,
762706,Palmiry,220,52.3668,20.77927,756135.0,Warsaw,21.957810337002428,0.6537766320144865,,,
762715,Pałecznica,854,51.48341,22.67321,765876.0,Lublin,26.861058075925953,0.269889406878766,,,
762716,Pałecznica,545,50.29005,20.30308,3094802.0,Kraków,36.433753057962996,0.34899682759996814,,,
762772,Ożarów,650,51.2944,22.30027,765876.0,Lublin,19.392203020231353,0.38846110006120305,,,
762782,Owczarnia,1700,52.11114,20.70468,756135.0,Warsaw,24.751345909730905,0.6193666142808457,,,
762788,Otwock,43388,52.10577,21.26129,756135.0,Warsaw,21.901856395832596,0.6544850416520989,,,
762792,Otrębusy,2000,52.12843,20.76073,756135.0,Warsaw,20.493726068178038,0.6725677456144985,,,
762865,Ostrowiec,388,52.03618,21.2691,756135.0,Warsaw,27.78233990619681,0.5840771115416331,,,
762871,Ostrówek,78,52.76066,21.41493,756135.0,Warsaw,65.0356479964065,0.28400783884820535,,,
